 DÉCADA 2000-2009,,,,,,,,,,,,,,,,,,,,,,,,,
,TITULO,,,,,,,,MENCIÓN DE RESPONSABILIDADES,,,,,,,,,SONIDO,,MÚSICA,,,,,
MXIM-AV-1-12-233,Formas de habitar en una urbanización no regulada,,,Senderos ,vol. 1,México,2008,00:16:40,Teresa Carbó,"Ricardo Pérez Montfort, Isaac García Venegas, Eric Moncada, Sara Rosas",,,,,,,,,,,,,,,
MXIM-AV-1-12-234,"Terremoto en Colima, enero de 2003",,,Senderos ,vol. 1,México,2008,00:10:00,Victoria Novelo,"Ricardo Pérez Montfort, Isaac García Venegas, Eric Moncada, Sara Rosas",,,,,,,,,,,,,,,
MXIM-AV-1-12-235,Acuarelas del mundo maya,,,Senderos ,vol. 1,México,2008,00:09:00,"María Bertely, Raúl Gutiérrez","Ricardo Pérez Montfort, Isaac García Venegas, Eric Moncada, Sara Rosas",,,,,,,,,,,,,,,
MXIM-AV-1-12-236,Extrayendo y llevando agua a casa,,,Senderos ,vol. 1,México,2008,00:04:00,"Israel Sandré Osorio, Jessica Ríos","Ricardo Pérez Montfort, Isaac García Venegas, Eric Moncada, Sara Rosas",,,,,,,,,,,,,,,
MXIM-AV-1-12-237,La vida cotidiana de los migrantes en méxico y en los Estados Unidos,,,Senderos ,vol. 1,México,2008,00:13:11,Magdalena Barros,"Ricardo Pérez Montfort, Isaac García Venegas, Eric Moncada, Sara Rosas",,,,,,,,,,,,,,,
MXIM-AV-1-12-238,Historia Argentina 1973-1976,,,"Historia Argentina, procesos socioeconómicos, políticos y culturales",vol. 9,Argentina,2001,01:24:39,"Felipe Pigna, Marta Dino, Carlos Mora",,Felipe Pigna,"Felipe Pigna, Marta Dino, Carlos Mora",,,,,,,,"Pablo Jaite, Lautaro Porrás",Martín Gaztelu,Edgardo Pérez Morán,,,
MXIM-AV-1-12-239,Historia Argentina 1976-1978,,,"Historia Argentina, procesos socioeconómicos, políticos y culturales",vol. 10,Argentina,2001,01:25:34,"Felipe Pigna, Marta Dino, Carlos Mora",,Felipe Pigna,"Felipe Pigna, Marta Dino, Carlos Mora",,,,,,,,"Pablo Jaite, Lautaro Porrás",Mariano Ananía,Edgardo Pérez Morán,,,
MXIM-AV-1-12-240,Historia Argentina 1978-1983,,,"Historia Argentina, procesos socioeconómicos, políticos y culturales",vol. 11,Argentina,2001,01:07:57,"Felipe Pigna, Marta Dino, Carlos Mora",,Felipe Pigna,,,,,,,,,"Pablo Jaite, Lautaro Porrás","Mariano Ananía, Martín Gaztelu",Edgardo Pérez Morán,,,
MXIM-AV-1-12-241,"El Salitre, esbozo de una historia en fuga",,,,,México,2009,00:53:00,Úrsula Mares Figueras,Úrsula Mares Figueras,,,,,Úrsula Mares Figueras,,Luis Damián Sánches Sansores,,,,,,,,
MXIM-AV-1-12-242,Film ist.(7-12),,,,,Austria,2002,01:30:00,,Gustav Deutsch,,,,,,,,,,,,,,,
MXIM-AV-1-12-243,Señorita extraviada,,,,,México,2001,01:16:05,,Lourdes Portillo,,Lourdes Portillo,,,Kyle Kibbe,,Vivien Hillgrove,José Araujo,Aura Gilge,Todd Boekelheide,,,,,
MXIM-AV-1-12-244,De aquí soy: Historias de unidad habitacional,,,,Vol. 2 disco 1.  Identidades y entornos comunitarios,México,2008,00:25:32,,José Antonio Quiñones Vázquez,,LA UNIDAD FILMS,,LA UNIDAD FILMS,Ernesto Rosas,,Fernando Reyes Espinosa,"Diego Alva Peniche, Rodrigo Medel Velázquez",,,,,,,
MXIM-AV-1-12-245,La Merced a través de la mirada de sus mujeres,,,,Vol. 2 disco 1.  Identidades y entornos comunitarios,México,2008,00:19:47,"Colectivo ""La memoria y sus lugares"": Alejandro Garrido, Alma Cortés Moreno, Ángel Urbina, Cecilia Barraza Gómez, Luisa Cortés Moreno, Nalleli Romero Blas, Luz Marcelo Sánchez,  Marina Sánchez Gamiño","Luis Cortes, Marina Sánchez",,Luisa Esther Cortés Moreno,,,María de la Luz Marcelo Sánchez,,María de la Luz Marcelo Sánchez,"Luisa Cortés, Luz Marcelo",,,,María de la Luz Marcelo Sánchez,,,
MXIM-AV-1-12-246,La clase media juvenil ¿la era de las marcas?,,,,Vol. 2 disco 1.  Identidades y entornos comunitarios,México,2008,00:14:10,,,Karla Monserrat Chavira Romero,"Karla Monserrat Chavira Romero, Oscar Carrasco Bustamante",,Karla Monserrat Chavira Romero,,,"Karla Monserrat Chavira Romero, Oscar Carrasco Bustamante",,,,,,,,
MXIM-AV-1-12-247,Ritual de la tocada: 30 años de punk en el Ajusco y Jalalpa,,,,Vol. 2 disco 1.  Identidades y entornos comunitarios,México,2008,00:18:43,"Emmanuel Audelo Enríquez, Marcela Meneses Reyes, Guillermo Trejo Camacho",,"Emmanuel Audelo Enríquez, Marcela Meneses Reyes, Guillermo Trejo Camacho","Emmanuel Audelo Enríquez, Marcela Meneses Reyes, Guillermo Trejo Camacho",,,,,"Eric Moncada González, Emmanuel Audelo Enríquez",,,,,,,,
MXIM-AV-1-12-248,Hasta aquí llegó el Mal…verde,,,,Vol. 2 disco 1.  Identidades y entornos comunitarios,México,2008,00:11:20,,"Stephanie Cortés, Yoloxochitl Mancillas",,,,,,,,,,,,,,,
MXIM-AV-1-12-249,¡San Juditas… power!,,,,Vol. 2 disco 1.  Identidades y entornos comunitarios,México,2009,00:09:47,,,Isela Martínez,,,,,,Ricardo Uribe Maza,,,,,,,,
MXIM-AV-1-12-250,Pulkatas,,,,Vol. 2 disco 1.  Identidades y entornos comunitarios,México,2009,00:14:03,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-251,Culhuacán de lo rural a lo urbano,,,,Vol. 2 disco 2. Identidades y entornos comunitarios,México,,00:13:20,,,Agustín Rojas Vargas,,,,,,,,,,,,,,
MXIM-AV-1-12-252,Con suerte… volveremos,,,,Vol. 2 disco 2. Identidades y entornos comunitarios,México,2008,00:14:14,,"Karina Yazmín Tenorio Castillo,  Wendy Chamol Colt, Jorge Alberto Marañón Zamora ",,,,,,,,,,,,,,,
MXIM-AV-1-12-253,"El juego de rol, vidas alternas",,,,Vol. 2 disco 2. Identidades y entornos comunitarios,México,,00:14:59,,"Jazmín Ek Quintero Salvador, Ximeni M. Quintero Salvador",,,,,,,,,,,,,,,
MXIM-AV-1-12-254,Información ¿Derecho y obligación?,,,,Vol. 2 disco 2. Identidades y entornos comunitarios,México,,00:12:41,,"Hitadavy Mejía Miranda, Antonio Ramírez Gutiérrez, ",,,,,,,,,,,,,,,
MXIM-AV-1-12-255,"Campamento 2 de octubre, nuestra casa o nuestra tumba",,,"De la tinta a la imagen, Memorias y tradiciones de mi ciudad",,México,2008,00:31:31,,"Colectivo ""Campamento 2 de octubre""",,,,,,,,,,,,,,,
MXIM-AV-1-12-256,Nemi Zapata: historia oral del movimiento zapatista en Milpa Alta,,,"De la tinta a la imagen, Memorias y tradiciones de mi ciudad",,México,2008,00:29:32,,"Perla Betanzos Gondar, Octavio León Jardón, María de Lourdes Arancegui Silva, Etzá Eudave Eusebio",,,,,,,,,,,,,,,
MXIM-AV-1-12-257,Antes que nos olviden,,,"De la tinta a la imagen, Memorias y tradiciones de mi ciudad",,México,2008,00:33:03,,"Alejandro Sánchez, Jessica González, Karla Hoppe",,Alejandro Sánchez,,,"Alejandro Sánchez, Jessica González, Karla Hoppe",,"Alejandro Sánchez, Jessica González, Karla Hoppe","Alejandro Sánchez, Jessica González, Karla Hoppe",,,,,,,
MXIM-AV-1-12-258,Miradas jóvenes. Memorias de mi pueblo,,,"De la tinta a la imagen, Memorias y tradiciones de mi ciudad",,México,2008,00:23:02,,"Samira Gómez Cortés, José Luis Esquivel Luvianos",Samira Gómez Cortés,Samira Gómez Cortés,,,"José Luis Esquivel Luvianos, Ma. Guadalupe Hernández",,"Samira Gómez Corté, José Luis Esquivel Luvianos","José Luis Esquivel Luvianos, Ma. Guadalupe Hernández",,,,,,,
MXIM-AV-1-12-259,Les glaneurs et la glaneuse,,,Deux films d´Agnes Varda,,Francia,2000,01:19:16,,Agnès Varda,,,,,,,"Agnès Varda, Laurent Pineau",Emmanuel Soland,"Raphaël Sohier, Thaddée Bertrand",Joanna Bruzdowicz,,,,,
MXIM-AV-1-12-260,Les glaneurs et la glaneuse: Deux ans après,,,Deux films d´Agnes Varda,,Francia,2002,01:04:00,,Agnès Varda,,,,,"Stephane Arausz, Afnès Varda",,"Agnés Varda, Jean-Baptiste Morin, Laure-Alice Hervé, Laurent Pineau",,Christophe Baudin,,,Agnés Varda,,,
MXIM-AV-1-12-261,El milagro mexicano,,,El memorial del 68,programa 1,México,2008,00:45:55,Álvaro Vázquez Mantecón,,Nicolás Echevarría,Nicolás Echevarría,,,"Gerardo Barroso, Nicolás Echevarría",,"Joaquín Osorio, Mariana Ochoa, León Felipe González, Nicolás Echevarría","Fabiola Ramos, León Felipe González, Ximena Molina Petrich, Isabel Acevedo",,,Mario Lavista,,,,
MXIM-AV-1-12-262,Viva la discrepancia,,,El memorial del 68,programa 2,México,2008,00:44:52,Álvaro Vázquez Mantecón,,Nicolás Echevarría,Nicolás Echevarría,,,"Gerardo Barroso, Nicolás Echevarría",,"Joaquín Osorio, Mariana Ochoa, León Felipe González, Nicolás Echevarría","Fabiola Ramos, León Felipe González, Ximena Molina Petrich, Isabel Acevedo",,,Mario Lavista,,,,
MXIM-AV-1-12-263,Todo tiene un límite,,,El memorial del 68,programa 3,México,2008,00:46:51,Álvaro Vázquez Mantecón,,Nicolás Echevarría,Nicolás Echevarría,,,"Gerardo Barroso, Nicolás Echevarría",,"Joaquín Osorio, Mariana Ochoa, León Felipe González, Nicolás Echevarría","Fabiola Ramos, León Felipe González, Ximena Molina Petrich, Isabel Acevedo",,,Mario Lavista,,,,
MXIM-AV-1-12-264,"Tlatelolco, 2 de octubre",,,El memorial del 68,programa 4,México,2008,00:48:37,Álvaro Vázquez Mantecón,,Nicolás Echevarría,Nicolás Echevarría,,,"Gerardo Barroso, Nicolás Echevarría",,"Joaquín Osorio, Mariana Ochoa, León Felipe González, Nicolás Echevarría","Fabiola Ramos, León Felipe González, Ximena Molina Petrich, Isabel Acevedo",,,Mario Lavista,,,,
MXIM-AV-1-12-265,El canto del cisne,,,El memorial del 68,programa 5,México,2008,00:46:00,Álvaro Vázquez Mantecón,,Nicolás Echevarría,Nicolás Echevarría,,,"Gerardo Barroso, Nicolás Echevarría",,"Joaquín Osorio, Mariana Ochoa, León Felipe González, Nicolás Echevarría","Fabiola Ramos, León Felipe González, Ximena Molina Petrich, Isabel Acevedo",,,Mario Lavista,,,,
MXIM-AV-1-12-266,The lost doll…,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: The early years",,Estados Unidos,,00:05:43,,"Khoa Nguyen, Joe San",,,,,"Joe San, Khoa Nguyen, Billy Truong",,"Khoa Nguyen, Joe San",,,,,,,,
MXIM-AV-1-12-267,Private,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: The early years",,Estados Unidos,,00:06:47,,Gia Hy Chung,,Gia Hy Chung,,,"Don Bonus, Gia Hy Chung, Joey Keo, Kha-Vinh Phan, Channaly Phanthavone, May Ton",,"Gia Hy Chung, Kha-Vinh Phan, Channaly Phanthavone",,,,,,"Kha-Vinh Phan, Channaly Phanthavone, Joey Keo",,
MXIM-AV-1-12-268,Punk!,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: The early years",,Estados Unidos,,00:07:20,,Don Bonus,,,,,Don Bonus,,"Don Bonus, Billy Truong, Joey Kes",,,,,,"Grey Kes, Billy Trumg, Glades Perres",Don Bonus,
MXIM-AV-1-12-269,The tenderloin just another hood,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: The early years",,Estados Unidos,,00:06:06,,Roth Ham,,,,,Roth Ham,,Roth Ham,,,,,,,,
MXIM-AV-1-12-270,Table for Thu,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: The early years",,Estados Unidos,,00:05:34,,Linh Nguyen,,,,,"Timmy Hoang, Jenny Hau, Linh Nguyen",,Linh Nguyen,,,,,,,,
MXIM-AV-1-12-271,Point… we´re not aliens,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: The early years",,Estados Unidos,,00:13:50,,"Tracy Diep, Vana Lam, Tung Van Nguyen, Channaly Phanthavone, Michael Siv, Toubi Sourichone, Aaron Truong, Shirley Wu",,"Tracy Diep, Vana Lam, Tung Van Nguyen, Channaly Phanthavone, Michael Siv, Toubi Sourichone, Aaron Truong, Shirley Wu",,,,,"Tracy Diep, Vana Lam, Tung Van Nguyen, Channaly Phanthavone, Michael Siv, Toubi Sourichone, Aaron Truong, Shirley Wu",,,,,,,,
MXIM-AV-1-12-272,Just deal wit it,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: TL Stories",,Estados Unidos,,00:13:16,,"Christina Duculan, Cindy Heng, Sally Mounlasy, Crystal Ng",,"Christina Duculan, Cindy Heng, Sally Mounlasy, Crystal Ng",,,"Christina Duculan, Cindy Heng, Sally Mounlasy, Crystal Ng",,"Christina Duculan, Cindy Heng, Sally Mounlasy, Crystal Ng, Peter Hep","Christina Duculan, Cindy Heng, Sally Mounlasy, Crystal Ng, Jesse Huynh",,,,,"Cindy Heng, Peter Hep, Glades Perreras, Dong Nguyen, Sally Mounlasy, Yen Dinh, Timmy Hoang, Crystal Ng",,
MXIM-AV-1-12-273,The seven of us,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: TL Stories",,Estados Unidos,,00:10:43,,Sarah Diep,,,,,Sarah Diep,,Sarah Diep,,,,,,,,
MXIM-AV-1-12-274,Express Lane,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: TL Stories",,Estados Unidos,,00:13:01,,"Aram Collier, Rudy Choy",,"Aram Collier, Rudy Choy",,,"Rudy Choy, Aram Collier, David Lim, 2b Sourichone",,"Aram Collier, Rudy Choy, 2b Sourichone","Peter Hep, Jesse Huynh",,,,,"Aram Collier, Sean Thomas, Peter Hep, Robert Fisher, Rudy Choy, Hung Tran, Jesse Huynh",,
MXIM-AV-1-12-275,Get off your koot!,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: TL Stories",,Estados Unidos,,00:14:34,,Ra Sek,,,,,"Jesse Huynh, Peter Hep, Aram Collier, Sally Mounlasy, Chaya Pann, Lammone Bounphengsy",,,"Toubi Sourichone, Peter Hep, Jesse Huynh, Ty Tek, Veasna Ith, Sally Mounlasy, Chaya Pann",,,,,"Ra Sek, Lammone Bounphengsy, Veasna Ith, Chaya Pann, Michael Siv, Dong Nguyen, Sokly Ny a.k.a. Don Bonus",,
MXIM-AV-1-12-276,TLXmas,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo:  DIGI-TL",,Estados Unidos,,00:19:43,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-277,TL Style,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo:  DIGI-TL",,Estados Unidos,,00:10:54,,"Paul Meas, David Mark",,,,,,,Paul Meas,,,,,,,,
MXIM-AV-1-12-278,School daze,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo:  DIGI-TL",,Estados Unidos,,00:06:10,,Spencer Nakasako,,,,,,,Patrick Quoc Nguyen,,,,,,,,
MXIM-AV-1-12-279,Freedom on the block?,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo:  DIGI-TL",,Estados Unidos,,00:06:08,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-280,Who I become,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: Now and then",,Estados Unidos,2003,00:19:32,,"Mike Siv, Aram Collier",,,,,"Mike Siv, Aram Collier",,"Mike Siv, Aram Collier","Lisa Baro, Leroy Clark",Sirius Sound,,,,,,
MXIM-AV-1-12-281,Homegirls can have fun too!,,,"Tenderloin stories: Youth-produced Videos, 1989-2004. Grupo: Now and then",,Estados Unidos,,00:10:07,,Timmy Hoang,,"Sara Sin, Channaly P. ",,,"Timmy Hoang, May Ton, Vana Lam",,"Timmy hoang, Vana Lam, Sara Sin, tracy Diep, May Ton, Toubi Sourichone, Monica Kong",,,,,,"Toubi Sourichone, Tracy Diep, Spencer Nakasako, Glades Perreras, Billy Troung, Don Bonus, Joe San, ",,
MXIM-AV-1-12-282,Compromiso cumplido,,,,,México,2007,01:10:58,,Roberto Olivares,,,,,,Raúl Estrella,,,,,,,,,
MXIM-AV-1-12-283,O sitio de Castelo Velho,,,,,Portugal ,2005,00:52:43,,Catarina Alves Costa,,,,,"Catarina Alves Costa, Paulo Menezes",,Pedro Duarte,"Armanda Carvalho, catarina Mourao, Olivier Blanc",,,,,,,
MXIM-AV-1-12-284,A seda é un mistério,,,,,Portugal,2003,00:36:00,,Catarina Alves Costa,,,,,Catarina Alves Costa,,Pedro Duarte,Olivier Blanc,Olivier Blanc,,,,,,
MXIM-AV-1-12-285,Thrilla in Manila,,,,,Estados Unidos,2008,01:40:00,,John Dower,,,,,,,,,,,,,,,
MXIM-AV-1-12-286,Capturando a los Friedmans,,,,,Estados Unidos,2003,01:37:00,,Andrew Jarecki,,,,,Adolfo Doring,,Richard Hankin,John Gurrin,"Ira Spiegel, Marlena Grzaslewicz",Andrea Morricone,,,,,
MXIM-AV-1-12-287,Audiovisuales de los Caracoles Zapatistas,,,,,,2005,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-288,The life of the women in resistance,,,Audiovisuales de los Caracoles Zapatistas,,,2005,00:17:16,,,,,,,"Nicolasa, María, Fredy, Antonio, Manuel, Antonio, Miguel, José Guadalupe, Paulino, Arnulfo, Guadalupe",,Moisés,"Miguel, José Guadalupe",,,,,,,
MXIM-AV-1-12-289,Xulum´Chon Weavers in resistence from the highlands,,,Audiovisuales de los Caracoles Zapatistas,,,2002,00:15:32,,José Luis,,,,,José Luis,,José Luis,"José Luis, Paco",,,,,,,
MXIM-AV-1-12-290,Women´s hamdicraft cooperative for dignity,,,Audiovisuales de los Caracoles Zapatistas,,,2004,00:09:05,,,,,,,Jorge,,Jorge,Manuel,,,,,,,
MXIM-AV-1-12-291,Manufactured Landscapes,Paisajes transformados / Paisajes artificiales,,,,Canadá,2006,01:22:52,,Jennifer Baichwal,,,,,Peter Mettler,,Roland Schlimme,,,,,,,,
MXIM-AV-1-12-292,El  olvido,,,,,Holanda,2008,01:32:02,"Heddy Honigman, Sonia Goldenberg",Heddy Honigman,,"Heddy Honigman, Judith Vreriks, Sonia Goldenberg",,,Adri Schover,,"Dannniel Danniel, Jessica de Koning",Piotr Van Dijk,,,,,,,
MXIM-AV-1-12-293,Forever,Para siempre,,,,Holanda,2006,01:35:00,"Heddy Honigmann, Nosh Van Der Lely, Judith Vreriks, Ester Gould, Danielle Wilde",Heddy Honigman,,,,,Robert Alazraki,,Danniel Danniel,,,,,,,,
MXIM-AV-1-12-294,Raymundo,,,,,Argentina,2002,02:07:00,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-295,Mundo de niños,,,,,Perú,2007,00:25:00,,,Fernando Torres,,,,,,,,,,,,,,
MXIM-AV-1-12-296,Practica e maestria,Practice and mastery,,,,Italia,2005,00:46:00,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-297,Profils paysans,,,,Capítulo 2: le quotidien,Francia,2001,01:28:00,,Raymond Depardon,,,,,,,,,,,,,,,
MXIM-AV-1-12-298,Imágenes de una dictadura,,,,,,2004,00:55:00,,Patricio Henríquez,,,,,,,,,,,,,,,
MXIM-AV-1-12-299,"Barrón, el hilo de la memoria",,,,,México,,,,"Gilberto Vargas Arana, Carlos A. Hernández Dávila",,,,,,,,,,,,,,,
MXIM-AV-1-12-300,Ventana del alma,,,,,Brasil,2004,,,"Walter Carvalho,Joao Jardim",,,,,,,,,,,,,,,
MXIM-AV-1-12-301,La bella o la bestia,,,7ma Muestra de nuevos realizadores ICAIC,Disco 1,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-302,La catedral sumergida,,,7ma Muestra de nuevos realizadores ICAIC,Disco 1,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-303,Exergo,,,7ma Muestra de nuevos realizadores ICAIC,Disco 1,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-304,Destino M6,,,7ma Muestra de nuevos realizadores ICAIC,Disco 1,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-305,Ella trabaja,,,7ma Muestra de nuevos realizadores ICAIC,Disco 1,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-306,El fin de nuestros afanes,,,7ma Muestra de nuevos realizadores ICAIC,Disco 1,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-307,Guanabo 23,,,7ma Muestra de nuevos realizadores ICAIC,Disco 1,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-308,Zona de silencio,,,7ma Muestra de nuevos realizadores ICAIC,Disco 1,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-309,Reconstruyendo al héroe,,,7ma Muestra de nuevos realizadores ICAIC,Disco 1,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-310,La guerra de las canícas,,,7ma Muestra de nuevos realizadores ICAIC,Disco 1,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-311,El grito,,,7ma Muestra de nuevos realizadores ICAIC,Disco 1,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-312,Las flores feas,,,7ma Muestra de nuevos realizadores ICAIC,Disco 1,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-313,Japibeibituyu,,,7ma Muestra de nuevos realizadores ICAIC,Disco 1,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-314,Pucha vida,,,7ma Muestra de nuevos realizadores ICAIC,Disco 1,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-315,Cablefaction,,,7ma Muestra de nuevos realizadores ICAIC,Disco 2,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-316,El propietario,,,7ma Muestra de nuevos realizadores ICAIC,Disco 2,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-317,Cómo construir u barco,,,7ma Muestra de nuevos realizadores ICAIC,Disco 2,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-318,Patria,,,7ma Muestra de nuevos realizadores ICAIC,Disco 2,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-319,Extravío,,,7ma Muestra de nuevos realizadores ICAIC,Disco 2,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-320,13000,,,7ma Muestra de nuevos realizadores ICAIC,Disco 2,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-321,Te quiero mucho,,,7ma Muestra de nuevos realizadores ICAIC,Disco 2,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-322,El patio de mi casa,,,7ma Muestra de nuevos realizadores ICAIC,Disco 2,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-323,Tierra roja,,,7ma Muestra de nuevos realizadores ICAIC,Disco 2,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-324,Trovador,,,7ma Muestra de nuevos realizadores ICAIC,Disco 2,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-325,La bestia,,,7ma Muestra de nuevos realizadores ICAIC,Disco 2,Cuba,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-326,La sombra del iceberg,,,,,España,2007,01:16:00,,"Hugo Doménech, Raúl M. Riebenbauer",,"Hugo Doménech, Raúl M. Riebenbauer",,,Robert Arnau,,"Raúl M. Riebenbauer,  Moisés Ruiz","Adam Brennes,  Daniel Lafuente",,,,,,,
MXIM-AV-1-12-327,El caso Pinochet,,,,,Chile,2001,01:50:00,,Patricio Guzmán,,,,,,,,,,,,,,,
MXIM-AV-1-12-328,¿Quién soy yo? Los niños  encontrados de Argentina,,,,,"EU, Argentina, Reino Unido",2007,01:15:00,,Estela Bravo,,Estela Bravo,,,Libio Pensavalle ,,Fernando Fellicioni ,Martín Mujica ,,,,,,,
MXIM-AV-1-12-329,Hablemos del documental,,,,,España,2003,00:48:00,,Bonaventra Durall,,"Bonaventura durall, Luis López Doy, Juan José Caballero",,Luis López Doy,Elisabeth Rourich,Anna Molins,"Bonaventura Durall, Albert Pérez",Maria Ángeles Hernández,,,,,,,
MXIM-AV-1-12-330,Los rollo perdidos de Pancho Villa,,,,,México,2003,00:49:18,Gregorio Rocha,Gregorio Rocha,,Gregorio Rocha,,,,,"Craig Anderl, Bernice Ma",,Lexie Stoia,"Horacio Uribe, Raymundo Salazar",,"Ari Brickman, Michael Douglas Jones, Antonio Zúñiga, Mark Kolody, Meindert Versteeg, Gregorio Rocha",,Daniela Castillo,
MXIM-AV-1-12-331,Viviendo al límite,El conflicto entre la vida y la muerte es el gran conflicto de la existencia humana,,,,Cuba,2004,01:28:00,Belkis Vega,,Belkis Vega,Belkkis Vega,,,José M. Riera y Alejandro Pérez,"José M. Rienda, Alejandro Pérez",Cecilia Morales,,,"Banda sonora: Antonio Tabares, Juan Demósthene","Edesio Alejandro, Ernesto Cisneros",,,,
MXIM-AV-1-12-332,The Corporatión,,,,,Canadá,2004,02:25:00,,"Jennifer Abbott, Mark Achbar, Joel Bakan","Mark Achbar, Jennifer Abbott","Mark Achbar, Joel Bakan, Harold Crooks",,,"Mark Achbar, Rolf Cutts, Jeff Koffman
Kirk Tougas",,,,,,Leonard J. Paul,,,,
MXIM-AV-1-12-333,Las Cruces,Poblado Proximo,,,,Guatemala,2006,01:25:00,,,Rafael Rosal,"Ray Figueroa, Rafael Rosal",,,Daniela Sagone Echeverría,,,,,Paulo Alvarado,,,,,
MXIM-AV-1-12-334,Nicaragua,Nuestra naturaleza ,,,,Nicaragua,2004,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-335,"Presentación del libro ""La fiesta del chivo"" en México ",,,,,México,2000,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-336,Les premiers pas du cinéma- Un réve en couleur,La naissance do son et de la couleur,,,,Francia,2004,00:52:00,,Eric Lange,,,,,,,"Pauline Richard, Giles Gautheron",,,Neil Brand; Le comité de griolet (Raoul Grimoin Sanson) performed by Iénsamble Instrumental de Basse Normandie. Conduced by Dominique Debart; Serenade a Colombie 8Gaston Paulin),Eric Le Guen,,,,"Paolo Cherchi Usai, Gian Luca Farinelli, Maurice Gianati, Stephen Herbert, Anthony L'Abbate, Gilles Trarieux Lumière, Dominique Païni"
MXIM-AV-1-12-337,Retour Flamme de 01,,,,,Francia,2002,02:30:00, ,,,,,,,,,,,,,,,,
MXIM-AV-1-12-338,The fall of the Romanov dynasty,,,,,URSS,2007,2:41:21,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-339,Rudos contra Técnicos, Grabado y poder,,,,México,2005,00:20:00,Fernando Aguayo,"Fernando Aguayo, Lourdes Roca",,Fernando Aguayo,,,"Carlos Hernández, Paris García",,"Carlos Hernández, Paris García",,,,La Locomotora Morales de Melesio Morales y La Orquesta Sinfónica Nacional; Piano de Raúl Ramírez Hernández; Villa de Guadalupe y Galop de Ferro Carril de Luis Hahn; Piano de Silvia Navarrete; Danzón Juaréz y Zacatlan de las Manzanas de Los Xochimilcas,"Edzná García Solano, Julio Diez Conde, Hernan Martínez Rosete, Sixto Felipe Santillán, Jorge Alberto Cruz H.",,,"Fondos fotograficos: Biblioteca del Instituto Mora, Fototeca Nacional INAH, Museo Nacional de los Ferrocarriles Mexicanos."
