DÉCADA 2000-2009,,,,,,,,,,,,,,
,,,,LENGUA,,,CARACTERÍSTICAS FÍSICAS Y REQUISITOS TÉCNICOS,,,,,,,
MXIM-AV-1-12-281,Homegirls can have fun too!,Usos reservados para consulta in situ,,Inglés,,,DVD,,,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-282,Compromiso cumplido,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia de producción,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-283,O sitio de Castelo Velho,Usos reservados para consulta in situ,,Portugués,,,DVD,1 dvd,copia,Color ,,PAL,región 2,Reproductor DVD  y monitor
MXIM-AV-1-12-284,A seda é un mistério,Usos reservados para consulta in situ,,Portugués,,,DVD,1 dvd,copia,Color ,,PAL,región 2,Reproductor DVD  y monitor
MXIM-AV-1-12-285,Thrilla in Manila,Usos reservados para consulta in situ,,,,,,,,,,,,
MXIM-AV-1-12-286,Capturando a los Friedmans,Usos reservados para consulta in situ,,Inglés,,"Español, inglés",DVD,1 dvd,copia,Color ,,,,
MXIM-AV-1-12-287,Audiovisuales de los Caracoles Zapatistas,Usos reservados para consulta in situ,,"Español, inglés",,,DVD,1 dvd,copia,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-288,The life of the women in resistance,Usos reservados para consulta in situ,,"Español, tzetzal",,Inglés,DVD,1 dvd,copia,color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-289,Xulum´Chon Weavers in resistence from the highlands,Usos reservados para consulta in situ,,"Español, tzetzal",,Inglés,DVD,1 dvd,copia,color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-290,Women´s hamdicraft cooperative for dignity,Usos reservados para consulta in situ,,"Español, tzetzal",,Inglés,DVD,1 dvd,copia,color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-291,Paisajes transformados,Usos reservados para consulta in situ,,Inglés,,Español,DVD,1 dvd,copia,"color, blanco y negro",,,,Reproductor DVD  y monitor
MXIM-AV-1-12-292,El  olvido,Usos reservados para consulta in situ,,Español,,Portugués,DVD,1 dvd,copia,color,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-293,Para siempre,Usos reservados para consulta in situ,,"Inglés, francés, español",,Portugués,DVD,1 dvd,copia,color,Dolby,,,Reproductor DVD  y monitor
MXIM-AV-1-12-294,Raymundo,Usos reservados para consulta in situ,,Español,,"inglés, frances",DVD,1 dvd,copia,,Stéreo,,,Reproductor DVD  y monitor
MXIM-AV-1-12-295,Mundo de niños,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-296,Practica e maestria,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-297,Profils paysans,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-298,Imágenes de una dictadura,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-299,"Barrón, el hilo de la memoria",Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia de producción,color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-300,Ventana del alma,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-301,La bella o la bestia,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-302,La catedral sumergida,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-303,Exergo,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-304,Destino M6,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-305,Ella trabaja,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-306,El fin de nuestros afanes,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-307,Guanabo 23,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-308,Zona de silencio,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-309,Reconstruyendo al héroe,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-310,La guerra de las canícas,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-311,El grito,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-312,Las flores feas,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-313,Japibeibituyu,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-314,Pucha vida,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-315,Cablefaction,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-316,El propietario,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-317,Cómo construir u barco,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-318,Patria,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-319,Extravío,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-320,13000,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-321,Te quiero mucho,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-322,El patio de mi casa,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-323,Tierra roja,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-324,Trovador,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-325,La bestia,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-326,La sombra del iceberg,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-327,El caso Pinochet,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-328,¿Quién soy yo? Los niños  encontrados de Argentina,Usos reservados para consulta in situ,,,,,DVD,1 dvd,copia,color,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-329,Hablemos del documental,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,copia,color,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-330,Los rollo perdidos de Pancho Villa,Usos reservados para consulta in situ,,"Español, Inglés",,"Inglés, español, francés","DVD, VHS",1 dvd / 1 VHS,copia,"Color, blanco y negro",,NTSC,,Reproductor DVD/VHS y monitor
MXIM-AV-1-12-331,Vivindo al límite,Usos reservados para consulta in situ,,Español,,"inglés, frances",DVD,,,Color,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-332,The Corporatión,Usos reservados para consulta in situ,,Ingles,,,DVD,,copia,Color,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-333,Las Cruces,Usos reservados para consulta in situ,,Español,,"inglés, frances",DVD,,Copia,Color,,,,Reproductor DVD  y monitor
MXIM-AV-1-12-334,Nicaragua,Usos reservados para consulta in situ,,,,,,,,,,,,
MXIM-AV-1-12-335,"Presentación del libro ""La fiesta del chivo"" en México ",Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,Copia,Color,,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-336,Les premiers pas du cinéma- Un réve en couleur,Usos reservados para consulta in situ,,,,Ingles y frances,DVD,1 dvd,Copia,"Color, blanco y negro",,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-337,Retour Flamme de 01,Usos reservados para consulta in situ,,,,Ingles y frances,DVD,1 dvd,Copia,"Color, blanco y negro",,NTSC,,Reproductor DVD  y monitor
MXIM-AV-1-12-338,The fall of the Romanov dynasty,Usos reservados para consulta in situ,,Inglés,,,DVD,1 dvd,copia,"Color, sepia",,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-339,Rudos contra Técnicos,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,Copia,"Color, blanco y negro",,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-340,Pic-nic,Usos reservados para consulta in situ,,Español,,Inglés,DVD,1 dvd,Copia,Color,,,,Reproductor DVD y monitor
MXIM-AV-1-12-341,Falamos de António Campos,Usos reservados para consulta in situ,,Portugués,,Inglés,DVD,1 dvd,Copia,"Color, blanco y negro",,,,Reproductor DVD y monitor
MXIM-AV-1-12-342,Gandhi's Children,Usos reservados para consulta in situ,,Hindi,,Inglés,DVD,1 dvd,Copia,Color,,,,Reproductor DVD y monitor
MXIM-AV-1-12-343,Obras Documentais de Jean Rouch ,Usos reservados para consulta in situ,,Francés,,Portugués,DVD,1 dvd,Copia,Color,Dolby Stereo,,,Reproductor DVD y monitor
MXIM-AV-1-12-344,Some Alien Creatures,Usos reservados para consulta in situ,,Inglés,,,DVD,1 dvd,Copia,Color,Stereo,,,Reproductor DVD y monitor
MXIM-AV-1-12-345,O ´parque,Usos reservados para consulta in situ,,Portugués,,,DVD,1 dvd,Copia,Color,,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-346,Memórias do Cativeiro,Usos reservados para consulta in situ,,Portugués,Inglés,Portugués,DVD,1 dvd,Copia,Color,,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-347,"Jongos, Calangos e Folias",Usos reservados para consulta in situ,,Portugués,Inglés,Portugués,DVD,1 dvd,Copia,Color,,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-348,Versos e Cacetes,Usos reservados para consulta in situ,,Portugués,,Portugués,DVD,1 dvd,Copia,Color,,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-349,Rostros de la Antropología,Usos reservados para consulta in situ,,,,,DVD,1 dvd,Copia,Color,,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-350,La banda del automóvil gris,Usos reservados para consulta in situ,,,,,DVD,1 dvd,Copia,Color,,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-351,Mujeres de Pozuelos y El Pinar: existencias tzotziles al borde de una decisión cultural,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,Copia,Color,,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-352,El conocimiento hidráulico: una tradición milenaria en el México prehispánico,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,Copia,Color,,NTSC,,Reproductor DVD y monitor
MXIM-AV-1-12-353,Historia Audiovisual de la Universidad Autonoma de la Ciudad de México,Usos reservados para consulta in situ,,Español,,,DVD,1 dvd,Copia,Color,,NTSC,,Reproductor DVD y monitor
